year,iter,incidence(millions),beta_H1,beta_H3,beta_B,susceptibility_H1_0,susceptibility_H1_5,susceptibility_H1_25,susceptibility_H1_65,susceptibility_H3_0,susceptibility_H3_5,susceptibility_H3_25,susceptibility_H3_65,susceptibility_B_0,susceptibility_B_5,susceptibility_B_25,susceptibility_B_65,vac_eff_hospitalization,vac_eff_mortality,prob_hosp_scaling,prob_death_scaling
2012-13,561,36.01311987604553,0.0017658292710782675,0.0015245292981934666,0.0020342743378019001,0.49355851036105769,0.41704027394678989,0.88502973522403061,0.50248437157692505,0.5769209170849795,0.86610712550450508,0.94329922717877124,0.93706547293997433,0.88277652077639535,0.84390458281269121,0.6180041983695701,0.56058714970085444,0.9774279706428427,0.57839300563442864,0.00034502581772216656,6.6315258082372264e-05
2012-13,562,32.91349407092692,0.00169686933249108,0.0025002801982895173,0.0020107652026519207,0.57363977786396958,0.89643250691822263,0.69551859570616126,0.88752915776270003,0.84909763933934124,0.75185694774930278,0.54993332508738335,0.4451309493224142,0.88526918521029829,0.98922042879779215,0.89135842168647161,0.65352377900292657,0.77339883085351724,0.011186057603233546,0.00027610218017054544,6.0985324947637753e-05
2012-13,563,33.62293329249849,0.0018161432183702031,0.0013956106616327402,0.002009678582719665,0.51911107543110757,0.44980814178104139,0.84807150581071722,0.56121219347665929,0.9089744990226617,0.93633225885347882,0.78951836842226464,0.93088688610928139,0.9866728772979374,0.48094947459119031,0.89039922915155212,0.96933708507944272,0.47670857561126545,0.82977948637642274,0.00020422390451702022,6.4208879361149496e-05
2012-13,564,35.24886785156772,0.0011555946312883925,0.0015805984745690949,0.0019985907677984027,0.69861210421933495,0.99012002059115956,0.86824326920484918,0.67850467882912424,0.51011071903373129,0.47883229614853695,0.97064712707159773,0.95776327881922474,0.45020695138212363,0.81790663242194761,0.61299401550741139,0.75690493690744032,0.095375246577605599,0.019626067247939083,0.0001135847840683657,2.4984784050829933e-05
2012-13,565,36.30358638501584,0.0019877906873316253,0.001449928984759874,0.0018343947540460648,0.82011334127187507,0.49637211393944125,0.60675534649513696,0.92816214109373374,0.90984979137298605,0.98520038441508162,0.90318629575110254,0.63818455829650633,0.66445194375477457,0.83966778321163615,0.94493270799523654,0.50809345146295493,0.73118571202780691,0.85336794898270796,0.00051403680669331875,7.5239210524546962e-05
2012-13,566,34.757708498581785,0.0017712474793010746,0.0017735067701757923,0.0017341724226173083,0.9699249956367626,0.6081495236726201,0.496947771731578,0.68425981074154385,0.44686453259554665,0.60948424496194298,0.90072682351472411,0.40864657642545349,0.56110313526901068,0.52763017292674586,0.56568294131632801,0.71134346504922485,0.54357576088622861,0.84895548623448258,0.00033316139573752457,5.8506302504368612e-05
2012-13,567,36.290058369775686,0.0014420391798743992,0.0016958852959676474,0.002219088541740577,0.65646105665462173,0.7204893058893258,0.92254312766066116,0.52898343922616198,0.9046897071918607,0.82924263426428735,0.72728161651877055,0.96717146506472518,0.44601494013446052,0.87136950038096561,0.47674071009725483,0.58328167058303615,0.27534203491221221,0.17948791413320686,0.00070760018292315152,4.5249747187836586e-05
2012-13,568,35.50002485836179,0.0015630296116124764,0.001617779601291669,0.0021729253887570188,0.66047839278848763,0.84146293617711776,0.58060534318173485,0.43317369728813487,0.83072320410294076,0.99254015982191124,0.71914229903830384,0.75009682148073609,0.70389226898260393,0.67961139087863276,0.71691750772633367,0.42689883891585612,0.27369974496834337,0.61708165341116383,0.00042600185727281747,9.939842999451276e-05
2012-13,569,34.6798497121372,0.0016823857259429253,0.0016043002087149927,0.0019303824013679471,0.90161616320618765,0.42850501319716666,0.8245300760897869,0.42151356536618112,0.9588839295307825,0.60083198985777875,0.94995445289282243,0.73169577184607282,0.53465824304564147,0.68527778927004979,0.73664233947175883,0.68755146668592082,0.17545714417911928,0.058546864634520801,0.00052901574812663776,4.7085321934592361e-05
2012-13,570,34.138318565918084,0.0013799528110818859,0.0013934715857289448,0.002047816093877719,0.43747198784642083,0.48812350279771072,0.94930871483308721,0.86313818631052674,0.82133023435226082,0.99574820981466039,0.83633615559635044,0.49365713649127463,0.45268561074514957,0.77437530112121111,0.60641413941377742,0.5166708667457296,0.7729917418920853,0.94064690277629892,0.00082299466214713624,8.5408317743229656e-05
2012-13,571,35.03019886453638,0.0021739701775913556,0.0020881253365502839,0.0024806300228734091,0.40804780276161534,0.62416274161049157,0.44751113741724508,0.65243611123791845,0.95109887286292571,0.50869179493148553,0.7828594090598513,0.80772779806037853,0.79290655741796257,0.70190825375680643,0.54291212120467469,0.94847512650633914,0.51708073612114436,0.38967677777811544,0.00044046518548135349,2.1432076839356107e-05
2012-13,572,34.188316157205165,0.0011399103195700588,0.0013583820868460217,0.0025999052174497383,0.53270223001826755,0.87145853905269666,0.9403846978597501,0.75761584908092205,0.7868456528489689,0.83198172841231033,0.94533022546286949,0.89327348483374613,0.86730033199974532,0.52331048202049613,0.43008220013385462,0.787859840440438,0.69921793452348158,0.29591052161088982,0.00021500861680179284,5.4721511377475718e-05
2012-13,573,32.82615097213447,0.0020177710294650431,0.0017626298476466906,0.0019763629250897363,0.58909122553280324,0.55591575659615122,0.58348226505776846,0.70530751520971846,0.4054380171145196,0.69289957022116422,0.92299050843556685,0.60274681958756793,0.88780250054764442,0.5020482088796101,0.95134764379429448,0.58038311894196593,0.72604669076893469,0.29121574288614405,0.00044859319746326509,1e-08
2012-13,574,35.57322715259987,0.0015716812556602067,0.0026430132060626943,0.0023952205294042184,0.6132293957955216,0.61701942532933796,0.85309272419400739,0.43017301055467444,0.71178597634846374,0.51144336058282058,0.43333229558912412,0.5881946753388313,0.92296213974377428,0.50503389569027912,0.57308370357725225,0.96955796082865853,0.98717789262844269,0.83084344746117678,0.00088086172178791777,3.7902248035681652e-05
2012-13,575,35.438637212193605,0.0014837863036443744,0.0017791944022915729,0.0031204121660348694,0.61977671513862487,0.91709420999373847,0.59559838130102771,0.94527126401941386,0.92510339030681887,0.76917549250973671,0.83134565962106421,0.62294173692472865,0.62245908194363642,0.41732393543284763,0.5544798411853108,0.552179958198876,0.94111807497643052,0.092720887526849205,0.00061988892252479166,3.3600474239947609e-05
2012-13,576,33.95154796988369,0.00075055502295001686,0.0015963007578503885,0.0020682846863165349,0.59932184073837147,0.41818760540140149,0.79690310679047394,0.62535165513538382,0.76216941863999832,0.93850232759630292,0.74434722256050734,0.48436925851716794,0.57944362980909847,0.91940019178704802,0.55002613435650449,0.646593022953596,0.7844070172941624,0.53794506266368325,0.00080424905696907523,4.274668242387758e-05
2012-13,577,32.81346586266906,0.0015353797889097187,0.0013679364642222858,0.0019378039881730036,0.74848882710903919,0.67190369525002924,0.59578844618896287,0.66742872131774833,0.71748423209224832,0.84961958961942852,0.89796994773767724,0.88216464626225788,0.41485718574541719,0.83455274400617019,0.51447529241774725,0.466208580637551,0.93524773916289949,0.44005877710504826,0.00056692696292592881,5.8079952649781053e-05
2012-13,578,34.682550386114,0.0015589770616106779,0.0019284114191003843,0.0015650243330207481,0.55220074023392585,0.79391560472579581,0.52644416248872583,0.97938249172883218,0.72595100251628863,0.64990979922826209,0.68810239488806479,0.66899775852113996,0.44263024022603648,0.86593939382169327,0.99983704328369383,0.72126973981800901,0.37008705094217353,0.26488185210990078,1e-08,4.8242869580217285e-05
2012-13,579,35.148837972463575,0.0015279365991568983,0.0016424984339484805,0.0029996526541725133,0.92576891817849338,0.42818110088008821,0.97390561958337785,0.90443966760750594,0.55042829727333209,0.84738031607990993,0.86699357844899394,0.73159307445541966,0.85462817316672113,0.48651026824225702,0.47999848371329945,0.66005312876173505,0.61370863040298274,0.50882780695376739,0.00014482753607342191,5.3342094040786936e-05
2012-13,580,33.60269640754448,0.0014842284889658441,2.2227602697100224e-05,0.0020744841013639603,0.49101027990824131,0.46115302365570027,0.74187225791302902,0.45853100412342557,0.80852490574335634,0.83132067979594404,0.91551546843342013,0.49074311806552062,0.83934999903209762,0.83167247895032448,0.65070536906877918,0.57989694015941839,0.60470681178489782,0.97427494609667264,0.0017018196742845659,1e-08
2012-13,581,33.647449379582994,0.0017522892060443107,0.0022901971459623471,0.0018841858315217785,0.53044464143758163,0.64044918553549146,0.58047603660121327,0.73065640819612387,0.94964453323951203,0.54213625854967296,0.45375209996038157,0.87635975639279451,0.80953922653435928,0.89699979235508742,0.53063881489567732,0.89796332504191367,0.56356035675894767,0.71729873515663856,0.00025684940756776076,3.623199820429468e-05
2012-13,582,33.78444216891631,0.0016503012444215037,0.0016141934680488634,0.0023583545023418973,0.64488720375789099,0.74100824496891193,0.81432217344284497,0.43531678330518542,0.42394503850545012,0.93583752202397608,0.86264331064427369,0.81132098107929018,0.44603920931541324,0.77552462540188882,0.68833917983509796,0.60523535980743426,0.94163800326461367,0.35542436403473865,0.00048550077416892323,5.5685240804681513e-05
2012-13,583,35.98553335622903,0.001490758813833315,0.0020379406603817096,0.0019449447802949438,0.53839904636801927,0.90264647500505979,0.43990027437554113,0.51486839874848978,0.84981636499039248,0.62050530812912053,0.63741381153032584,0.52409792692865398,0.74221339260354158,0.80704153848472382,0.67018084670569122,0.48180455413448975,0.12790928082490832,0.48336280225063016,0.00063728947712732298,0.00010370089072425648
2012-13,584,34.72737496266839,0.0016067894676159988,0.0025958689043034666,0.0021112002175186495,0.97971370433737548,0.57505420909806271,0.69904402860676862,0.53974846957862066,0.88932575129719471,0.40499741629152813,0.48865183403117968,0.76813539678125142,0.7257287858654079,0.79127427806187556,0.52050222766625021,0.93300621489890623,0.89326757842995586,0.3101591616237524,0.00014964722748267434,3.5408602428621538e-05
2012-13,585,37.28460213653513,0.0012235132264390991,0.0019327957706296028,0.0021241810395556393,0.72065129320524302,0.91622353347367214,0.67573994948912974,0.76922647221892704,0.53784392543474224,0.62463883915223217,0.56069432722779977,0.93233434878668198,0.51432628006155345,0.52190310213448932,0.72398994971488373,0.67570187619086242,0.87620408322122711,0.50238929963140255,0.00026055542303737855,4.544398744854572e-05
2012-13,586,34.55551527567391,0.0013502462294465722,0.0016482347826203836,0.0021436387287749881,0.98055645898216093,0.81972386676897535,0.84779229687052948,0.96221530859432103,0.94280654820692988,0.84700674698088985,0.64912357652106301,0.90702926777783466,0.69868033031980215,0.6472434627211624,0.40754687105343818,0.68975817766620096,0.73562996962338989,0.87195805364311618,0.00014098674021451041,7.45743572501123e-05
2012-13,587,35.853020960447495,0.0021729490972464682,0.0017667832370092951,0.0019866729497458047,0.59896526036309949,0.47329467839114392,0.65514269482185949,0.43959056484776537,0.48487134372361063,0.80685650435743062,0.88919715468301375,0.50862442106349348,0.43840981668120527,0.75454853541813327,0.91209245856283983,0.73638529760097637,0.96340084111692992,0.47805824462388052,0.0006441172515730953,5.9742233498416564e-05
2012-13,588,35.417939614007366,0.001494901216088973,0.0014810499849743919,0.0018310231662896914,0.53524497496452927,0.59615750224245789,0.89824801838518731,0.89282961000382621,0.62455835063403209,0.91312942482459114,0.91417024979985229,0.55553507523957379,0.65745347615009386,0.5379213532653746,0.54180819382150958,0.54243039675994864,0.2434030055058865,0.37210367977184289,0.00045903659407692254,7.1152237007765518e-05
2012-13,589,35.25887744568393,0.0014333666599266603,0.0028045262465094534,0.0022772451505873592,0.62760238330617613,0.96476923951569349,0.45114084793326764,0.95604512163185629,0.43313894614618376,0.46717221015360871,0.43898444132151748,0.83839206727475768,0.57104280977492972,0.75212119044626158,0.51289742762757862,0.56841580789415225,0.71961890235973047,0.21473097563504201,1e-08,2.8879574528850593e-05
2012-13,590,36.025318621173824,0.00035294344023129032,0.0025540578301729844,0.0025772478110007713,0.86097257214769396,0.67899548836779566,0.45660731091105755,0.66109098161554303,0.74930988583991875,0.48432599966738898,0.54034526293949126,0.85143061615612625,0.67914753840813513,0.69163055948244545,0.48353538254890066,0.64143458744703596,0.064093669241402251,0.45296318979931433,0.00023878451856301774,2.7881642748084356e-05
2012-13,591,35.57961390494271,0.0017191350081922074,0.0022855468054506223,0.0026363759604309256,0.86873631262322371,0.70902789081733708,0.64026853276345586,0.78204494900419852,0.77432387587940932,0.73320770458301854,0.48021885603887143,0.57139005595476777,0.50915424723636482,0.63829801053453761,0.57532636439828666,0.57074671250459652,0.17330946120618951,0.015070964849646096,0.00035053878213481271,0.0001227814245943204
2012-13,592,36.51268748742049,0.0016868940986431991,0.0017965174316539323,0.0034521306761464698,0.43194163993122819,0.69406152097427731,0.93474732775430003,0.43430848518073623,0.70245508293433012,0.78600333694245361,0.94718714431746087,0.54490329602956744,0.59201863577978608,0.40954990498414046,0.55189638365427052,0.49123340006955241,0.30715996948153035,0.14437123539273644,0.00053607441418568325,6.0754125262463265e-05
